model,accuracy,latency,cost,leaderboard_score,efficiency,latency_score
lunzima/nqlsg-qwen2.5-14b-megafusion-v8.6,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
lunzima/nqlsg-qwen2.5-14b-megafusion-v7-rebase,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
cultrix/qwen2.5-14b-brocav7,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sakalti/ultiima-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/qwentinuum-14b-v6,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/dyson-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
openbuddy/openbuddy-qwq-32b-v24.2-200k,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/sza-14b-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
qingy2024/fusion4-14b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/insom,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
qwen/qwen2-vl-72b-instruct,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
allknowingroger/qwenslerp6-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
rombodawg/rombos-llm-v2.5-qwen-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
allura-org/tq2.5-14b-aletheia-v1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/galactic-qwen-14b-exp1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
sometimesanotion/lamarck-14b-v0.6-002-model_stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
prithivmlmods/coma-ii-14b,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/venti-blend-sce,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
dwikitheduck/gen-try1,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
epistemeai/deepthinkers-phi4,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
quazim0t0/tesseract-14b-stock,86.19756666666667,1393.214780927835,0.022285633333333332,0.0,3867.680029434684,0.0007177644200819264
